Id,name,author,relicTime,imageUrl,description,realUrl
87.19.33,Squared Plan for Cultural Panels 2 and 3,"Thomas Hart Benton (American, 1889–1975)",1933,,"Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=87.19.33
87.19.45,"Troy Davis, Study for Cultural Panel 2, ""The French""","Thomas Hart Benton (American, 1889–1975)",1933,,"Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=87.19.45
87.19.44,"Recto: Land Agent; Study of Right Hand, Study for Cultural Panel 5, ""Reformers and Squatters""; Verso: Portion of Large Squared Drawing for Industrial Panel 9","Thomas Hart Benton (American, 1889–1975)",1933,,"Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=87.19.44
87.19.47,"French Peasant Woman; Study of Right Leg, Studies for Cultural Panel 2, ""The French""","Thomas Hart Benton (American, 1889–1975)",1933,,"Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=87.19.47
87.19.46,"I. Floyd Garrott, Study for Industrial Panel 4, ""Home Industry""","Thomas Hart Benton (American, 1889–1975)",1933,,"Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=87.19.46
87.19.48,"Correase Knot, Study for Industrial Panel 10, ""Electric Power, Motor-Cars, Steel""","Thomas Hart Benton (American, 1889–1975)",1933,,"Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=87.19.48
87.19.43,"Cread Fitzpatrick, Study for Industrial Panel 9, ""Coal, Gas, Oil, Brick""","Thomas Hart Benton (American, 1889–1975)",1933,,"Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=87.19.43
87.19.5,"Otto Swain; Study of Horse's Head, Study for Industrial Panel 8, ""The Farmer Up and Down""","Thomas Hart Benton (American, 1889–1975)",1933,,"Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=87.19.5
87.19.50,"Anton Scherrer, Study for Cultural Panel 8, ""Leisure and Literature""","Thomas Hart Benton (American, 1889–1975)",1933,,"Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=87.19.50
87.19.42,"Kneeling Mound Builder, Study for Cultural Panel 1, ""Mound Builders""","Thomas Hart Benton (American, 1889–1975)",1933,,"Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=87.19.42
87.19.52,"Louise Barnes, Study for Cultural Panel 7, ""Woman's Place""","Thomas Hart Benton (American, 1889–1975)",1933,,"Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=87.19.52
87.19.51,"Women's Club Member, Study for Cultural Panel 7, ""Woman's Place""","Thomas Hart Benton (American, 1889–1975)",1933,,"Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=87.19.51
87.19.53,"Leston Alward, Cultural Panel 7, ""Woman's Place""","Thomas Hart Benton (American, 1889–1975)",1933,,"Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=87.19.53
87.19.54,"Mules, Study for Industrial Panel 5, ""Internal Improvements"" and Industiral Panel 8, ""The Farmer Up and Down""","Thomas Hart Benton (American, 1889–1975)",1933,,"Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=87.19.54
87.19.55,"Elmer Fishel, Study for Cultural Panel 3, ""Frontier Life""","Thomas Hart Benton (American, 1889–1975)",1933,,"Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=87.19.55
87.19.57,"Bar Patron, Study for Cultural Panel 8, ""Leisure and Literature""","Thomas Hart Benton (American, 1889–1975)",1933,,"Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=87.19.57
87.19.58,Woman's Head,"Thomas Hart Benton (American, 1889–1975)",1933,,"Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=87.19.58
87.19.59,"Hezzie Axsom, Study for Industrial Panel 5, ""Internal Improvements""","Thomas Hart Benton (American, 1889–1975)",1933,,"Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=87.19.59
87.19.6,"Presses, Indianapolis News, Study for Cultural Panel 10, ""Parks, the Circus, the Klan, the Press""","Thomas Hart Benton (American, 1889–1975)",1933,,"Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=87.19.6
87.17.6.54,Giant,"Henry Holmes Smith (American, 1909–1986)","January 22, 1986",,"Henry Holmes Smith Archive, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=87.17.6.54
87.17.6.53,Giant,"Henry Holmes Smith (American, 1909–1986)","January 22, 1986",,"Henry Holmes Smith Archive, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=87.17.6.53
87.17.6.7,Oracle and Onanger,"Henry Holmes Smith (American, 1909–1986)","June 6, 1984",,"Henry Holmes Smith Archive, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=87.17.6.7
87.17.6.6,Cats Dancing,"Henry Holmes Smith (American, 1909–1986)","June 6, 1984",,"Henry Holmes Smith Archive, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=87.17.6.6
87.17.6.8,Oracle and Onager and Cats Dancing,"Henry Holmes Smith (American, 1909–1986)","June 12, 1984",,"Henry Holmes Smith Archive, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=87.17.6.8
87.17.7.1,Royal Pair (A and B),"Henry Holmes Smith (American, 1909–1986)","October 22, 1976",,"Henry Holmes Smith Archive, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=87.17.7.1
87.17.6.9,Out of the Past I,"Henry Holmes Smith (American, 1909–1986)","June 5, 1984",,"Henry Holmes Smith Archive, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=87.17.6.9
87.17.7.2,Pair,"Henry Holmes Smith (American, 1909–1986)",1970,,"Henry Holmes Smith Archive, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=87.17.7.2
87.19.49,"Snake Charmer, Study for Panel 8, ""Leisure and Literature""","Thomas Hart Benton (American, 1889–1975)",1933,,"Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=87.19.49
87.17.7.3,Combination of Florence and a Light Study,"Henry Holmes Smith (American, 1909–1986)",1970,,"Henry Holmes Smith Archive, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=87.17.7.3
87.17.7.4,Grotesque Mask Variation,"Henry Holmes Smith (American, 1909–1986)","January 27, 1977",,"Henry Holmes Smith Archive, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=87.17.7.4
87.17.8.1,Light Study,"Henry Holmes Smith (American, 1909–1986)",1986–1987,,"Henry Holmes Smith Archive, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=87.17.8.1
87.17.8.6,Light Study,"Henry Holmes Smith (American, 1909–1986)",1971,,"Henry Holmes Smith Archive, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=87.17.8.6
87.17.8.4,Light Study,"Henry Holmes Smith (American, 1909–1986)",1971,,"Henry Holmes Smith Archive, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=87.17.8.4
87.17.8.5,Light Study,"Henry Holmes Smith (American, 1909–1986)",1986–1987,,"Henry Holmes Smith Archive, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=87.17.8.5
87.17.8.2,Light Study,"Henry Holmes Smith (American, 1909–1986)",1986–1987,,"Henry Holmes Smith Archive, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=87.17.8.2
87.17.8.3,Light Study,"Henry Holmes Smith (American, 1909–1986)",1986–1987,,"Henry Holmes Smith Archive, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=87.17.8.3
87.17.8.7,Light Study,"Henry Holmes Smith (American, 1909–1986)",1986–1987,,"Henry Holmes Smith Archive, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=87.17.8.7
87.17.8.8,Light Study,"Henry Holmes Smith (American, 1909–1986)","February 7, 1986",,"Henry Holmes Smith Archive, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=87.17.8.8
87.17.9.2,Light Study,"Henry Holmes Smith (American, 1909–1986)",1946,,"Henry Holmes Smith Archive, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=87.17.9.2
87.6.13,Turtle,"Rudy O. Pozzatti (American, 1925–2021)",1957,,"Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=87.6.13
87.17.9.1,Light Study,"Henry Holmes Smith (American, 1909–1986)","February 11, 1975",,"Henry Holmes Smith Archive, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=87.17.9.1
87.19.56,"Striding Mound Builder with Container, Study for Cultural Panel 1, ""Mound Builders""","Thomas Hart Benton (American, 1889–1975)",1933,,"Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=87.19.56
88.12.100,"Bottle, comix, and wood on ground","Henry Holmes Smith (American, 1909–1986)","May 1953, printed 1987",,"Henry Holmes Smith Archive, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=88.12.100
88.12.101,Close-up of Pipes,"Henry Holmes Smith (American, 1909–1986)","May 1953, printed 1987",,"Henry Holmes Smith Archive, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=88.12.101
88.12.10,[Wire set-up],"Henry Holmes Smith (American, 1909–1986)","Ca. 1940, printed ca. 1987",,"Henry Holmes Smith Archive, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=88.12.10
88.12.1,"""Stairs, brick wall and shadows, Michigan Avenue, Chicago, August c. 1936""","Henry Holmes Smith (American, 1909–1986)","Ca. 1936, printed 1987",,"Henry Holmes Smith Archive, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=88.12.1
88.12.102,"Tricolor Synthesis #3, Light Study","Henry Holmes Smith (American, 1909–1986)","November 5, 1946, printed 1987",,"Henry Holmes Smith Archive, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=88.12.102
87.26.4.94,Landscape with Tall Tree,"Günther Vogler (German, 1895–1945)",April 1912,,"Gift of Gloria Middeldorf in Memory of Ulrich Middeldorf, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=87.26.4.94
87.26.4.95,Wooded Sketch,"Günther Vogler (German, 1895–1945)",1910 or 1911,,"Gift of Gloria Middeldorf in Memory of Ulrich Middeldorf, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=87.26.4.95
87.26.4.97,Profile of a Man,"Günther Vogler (German, 1895–1945)",1911,,"Gift of Gloria Middeldorf in Memory of Ulrich Middeldorf, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=87.26.4.97
87.26.4.96,"Studies: Child, Profile, and Hands","Günther Vogler (German, 1895–1945)",1910,,"Gift of Gloria Middeldorf in Memory of Ulrich Middeldorf, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=87.26.4.96
87.26.5.4,Bozetto for a Tomb,"Circle of Antonio Canova (Italian, 1757–1822)",Ca. 1800,,"Gift of Gloria Middeldorf in Memory of Ulrich Middeldorf, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=87.26.5.4
87.3.2A,Wrapper from Woman's Two-Piece Outfit (Lopo),,19th–20th century,,"Gift of John and Rita Grunwald, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=87.3.2A
87.6.25,"The Owl and the Snail, Greeting Card (La Chouette et l'Escargot, carte de voeux)","Joan Miró (Spanish, 1893–1983)",1964,,"Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=87.6.25
88.1,Panel with Crosses and Riders,,300 - 500 CE,,"Gift of Mr. and Mrs. Azzedine El' Aaji in memory of Burton Y. Berry, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=88.1
88.11.1,Figure (Mwana nya Nhiti),,19th–20th century,,"Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=88.11.1
88.11.2,Figure (Mwana nya Nhiti),,20th century,,"Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=88.11.2
88.12.112,"""LILLIAN-A"", near Bedford, Indiana, Summer 1949","Henry Holmes Smith (American, 1909–1986)","1949, printed 1987",,"Henry Holmes Smith Archive, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=88.12.112
88.12.113,Leaf,"Henry Holmes Smith (American, 1909–1986)","Ca. 1945, printed 1987",,"Henry Holmes Smith Archive, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=88.12.113
88.12.115,Building (Looking Up),"Henry Holmes Smith (American, 1909–1986)","Ca. 1945, printed 1987",,"Henry Holmes Smith Archive, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=88.12.115
88.12.114,Shadows,"Henry Holmes Smith (American, 1909–1986)","Ca. 1945, printed 1987",,"Henry Holmes Smith Archive, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=88.12.114
